"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"SGMO","Sangamo BioSciences, Inc.","4.55","$321.34M","2000","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/sgmo",
"SANM","Sanmina Corporation","31.05","$2.29B","1993","Technology","Electrical Products","http://www.nasdaq.com/symbol/sanm",
"GCVRZ","Sanofi","0.36","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/gcvrz",
"SNY","Sanofi","41.44","$106.68B","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/sny",
"SC","Santander Consumer USA Holdings Inc.","13.95","$5B","2014","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/sc",
"SOV^C","Santander Holdings USA, Inc.","26.05","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sov^c",
"SAP","SAP SE","81.61","$100.26B","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/sap",
"SPNS","Sapiens International Corporation N.V.","14.37","$700.68M","1992","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/spns",
"SAQ","Saratoga Investment Corp","25.03","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/saq",
"SAR","Saratoga Investment Corp","19.2","$109.76M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sar",
"SRPT","Sarepta Therapeutics, Inc.","39.05","$2.13B","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/srpt",
"SSL","Sasol Ltd.","25.28","$16.54B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/ssl",
"BFS","Saul Centers, Inc.","65.41","$1.4B","1993","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/bfs",
"BFS^C","Saul Centers, Inc.","25.1594","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bfs^c",
"SBFG","SB Financial Group, Inc.","13.2","$64.57M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/sbfg",
"SBFGP","SB Financial Group, Inc.","13","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/sbfgp",
"SBAC","SBA Communications Corporation","96.92","$12.03B","1999","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/sbac",
"SCG","Scana Corporation","69.42","$9.92B","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/scg",
"SCSC","ScanSource, Inc.","36.3","$912.93M","n/a","Technology","Retail: Computer Software & Peripheral Equipment","http://www.nasdaq.com/symbol/scsc",
"SLB","Schlumberger N.V.","78.71","$109.51B","n/a","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/slb",
"SMIT","Schmitt Industries, Inc.","1.73","$5.18M","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/smit",
"SCHN","Schnitzer Steel Industries, Inc.","28.05","$751.57M","1993","Consumer Durables","Industrial Specialties","http://www.nasdaq.com/symbol/schn",
"SCHL","Scholastic Corporation","44.16","$1.52B","1992","Consumer Services","Books","http://www.nasdaq.com/symbol/schl",
"SWM","Schweitzer-Mauduit International, Inc.","41.74","$1.27B","n/a","Basic Industries","Paper","http://www.nasdaq.com/symbol/swm",
"SCLN","SciClone Pharmaceuticals, Inc.","10.35","$528.4M","1992","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/scln",
"SAIC","SCIENCE APPLICATIONS INTERNATIONAL CORPORATION","81.36","$3.6B","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/saic",
"SGMS","Scientific Games Corp","13.9","$1.22B","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/sgms",
"SALT","Scorpio Bulkers Inc.","5.35","$402.87M","2013","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/salt",
"SLTB","Scorpio Bulkers Inc.","21.69","n/a","2014","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/sltb",
"SBNA","Scorpio Tankers Inc.","22.7599","n/a","2014","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/sbna",
"SBNB","Scorpio Tankers Inc.","25.285","n/a","2014","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/sbnb",
"STNG","Scorpio Tankers Inc.","3.91","$674M","2010","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/stng",
"SMG","Scotts Miracle-Gro Company (The)","86.94","$5.27B","1992","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/smg",
"SNI","Scripps Networks Interactive, Inc","73.68","$9.51B","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/sni",
"LBF","Scudder Global High Income Fund, Inc.","8.16","$52.9M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/lbf",
"KMM","Scudder Multi-Market Income Trust","8.35","$187.07M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/kmm",
"KTF","Scudder Municiple Income Trust","12.69","$498.61M","1988","n/a","n/a","http://www.nasdaq.com/symbol/ktf",
"KST","Scudder Strategic Income Trust","11.6203","$50.64M","1994","n/a","n/a","http://www.nasdaq.com/symbol/kst",
"KSM","Scudder Strategic Municiple Income Trust","12.1","$135.26M","1989","n/a","n/a","http://www.nasdaq.com/symbol/ksm",
"SCYX","SCYNEXIS, Inc.","3.54","$84.93M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/scyx",
"SEB","Seaboard Corporation","3785.06","$4.43B","1996","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/seb",
"SA","Seabridge Gold, Inc.","9.1","$492.66M","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/sa",
"SEAC","SeaChange International, Inc.","2.48","$87.26M","1996","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/seac",
"SBCF","Seacoast Banking Corporation of Florida","18.49","$703.32M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/sbcf",
"CKH","SEACOR Holdings, Inc.","55.72","$965.95M","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/ckh",
"SDRL","Seadrill Limited","2.17","$1.1B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/sdrl",
"SDLP","Seadrill Partners LLC","3.29","$302.09M","2012","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/sdlp",
"STX","Seagate Technology PLC","37.99","$11.19B","2002","Technology","Electronic Components","http://www.nasdaq.com/symbol/stx",
"SEE","Sealed Air Corporation","46.63","$9.01B","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/see",
"SHIP","Seanergy Maritime Holdings Corp","2.7","$52.69M","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/ship",
"SRSC","Sears Canada Inc. ","1.7","$173.19M","n/a","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/srsc",
"SHLD","Sears Holdings Corporation","12.82","$1.37B","n/a","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/shld",
"SHLDW","Sears Holdings Corporation","3.6","n/a","n/a","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/shldw",
"SHOS","Sears Hometown and Outlet Stores, Inc.","6.2","$140.84M","n/a","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/shos",
"SSW","Seaspan Corporation","9.53","$1.01B","2005","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/ssw",
"SSW^D","Seaspan Corporation","20","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ssw^d",
"SSW^E","Seaspan Corporation","20.55","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ssw^e",
"SSW^G","Seaspan Corporation","20.5","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ssw^g",
"SSW^H","Seaspan Corporation","19.95","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ssw^h",
"SSWN","Seaspan Corporation","23.98","n/a","2014","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/sswn",
"SPNE","SeaSpine Holdings Corporation","7.13","$79.89M","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/spne",
"SGEN","Seattle Genetics, Inc.","69.56","$9.85B","2001","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/sgen",
"SEAS","SeaWorld Entertainment, Inc.","16.71","$1.49B","2013","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/seas",
"EYES","Second Sight Medical Products, Inc.","2.16","$91.25M","2014","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/eyes",
"SCWX","SecureWorks Corp.","12.52","$1.01B","2016","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/scwx",
"SNFCA","Security National Financial Corporation","6.25","$92.84M","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/snfca",
"SEIC","SEI Investments Company","46.83","$7.49B","1981","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/seic",
"JBN","Select Asset Inc.","17.85","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/jbn",
"JBR","Select Asset Inc.","16.95","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/jbr",
"SLCT","Select Bancorp, Inc.","8.68","$100.95M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/slct",
"SCSS","Select Comfort Corporation","22.62","$1.02B","1998","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/scss",
"SIR","Select Income REIT","24.5","$2.19B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/sir",
"SEM","Select Medical Holdings Corporation","12.35","$1.63B","2009","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/sem",
"SELB","Selecta Biosciences, Inc.","23.3201","$424.2M","2016","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/selb",
"SGZA","Selective Insurance Group, Inc.","23.54","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/sgza",
"SIGI","Selective Insurance Group, Inc.","40.55","$2.35B","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/sigi",
"SEMG","Semgroup Corporation","32.6","$2.15B","n/a","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/semg",
"SMI","Semiconductor  Manufacturing International Corporation","6.63","$5.59B","2004","Technology","Semiconductors","http://www.nasdaq.com/symbol/smi",
"LEDS","SemiLEDS Corporation","4.22","$12.41M","2010","Technology","Semiconductors","http://www.nasdaq.com/symbol/leds",
"SRE","Sempra Energy","94.74","$23.69B","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/sre",
"SMTC","Semtech Corporation","26","$1.7B","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/smtc",
"SENEA","Seneca Foods Corp.","37","$361.83M","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/senea",
"SENEB","Seneca Foods Corp.","38.9","$380.41M","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/seneb",
"SNES","SenesTech, Inc.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/snes",
"SNH","Senior Housing Properties Trust","18.38","$4.37B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/snh",
"SNHNI","Senior Housing Properties Trust","22.7601","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/snhni",
"SNHNL","Senior Housing Properties Trust","24.29","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/snhnl",
"SNMX","Senomyx, Inc.","1.28","$57.61M","2004","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/snmx",
"ST","Sensata Technologies Holding N.V.","37.16","$6.35B","2010","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/st",
"SENS","Senseonics Holdings, Inc.","2.19","$204.52M","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/sens",
"SXT","Sensient Technologies Corporation","76.91","$3.43B","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/sxt",
"SRTS","Sensus Healthcare, Inc.","6.041","$81.83M","2016","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/srts",
"SRTSW","Sensus Healthcare, Inc.","0.7901","n/a","2016","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/srtsw",
"SQNS","Sequans Communications S.A.","1.92","$143.85M","2011","Technology","Semiconductors","http://www.nasdaq.com/symbol/sqns",
"SQBG","Sequential Brands Group, Inc.","5.64","$352.36M","n/a","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/sqbg",
"MCRB","Seres Therapeutics, Inc.","12.34","$496.99M","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/mcrb",
"SRG","Seritage Growth Properties","47.69","$2.66B","2015","Finance","Real Estate","http://www.nasdaq.com/symbol/srg",
"SCI","Service Corporation International","25.76","$4.91B","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/sci",
"SERV","ServiceMaster Global Holdings, Inc.","37.38","$5.04B","2014","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/serv",
"NOW","ServiceNow, Inc.","83.27","$13.82B","2012","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/now",
"SREV","ServiceSource International, Inc.","5.49","$477.27M","2011","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/srev",
"SFBS","ServisFirst Bancshares, Inc.","64.26","$1.69B","2014","Finance","Major Banks","http://www.nasdaq.com/symbol/sfbs",
"SVT","Servotronics, Inc.","9","$22.23M","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/svt",
"SEV","Sevcon, Inc.","9.4401","$50.44M","n/a","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/sev",
"SVBI","Severn Bancorp Inc","6.9","$83.52M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/svbi",
"SGOC","SGOCO Group, Ltd","3.51","$15.69M","2010","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/sgoc",
"SHAK","Shake Shack, Inc.","38.2","$1.39B","2015","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/shak",
"SMED","Sharps Compliance Corp","4.115","$65.45M","n/a","Basic Industries","Environmental Services","http://www.nasdaq.com/symbol/smed",
"SHSP","SharpSpring, Inc.","5.3","$44.24M","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/shsp",
"SJR","Shaw Communications Inc.","19.04","$8.84B","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/sjr",
"SHLX","Shell Midstream Partners, L.P.","25.82","$4.58B","2014","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/shlx",
"SHEN","Shenandoah Telecommunications Co","26.15","$1.28B","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/shen",
"SHW","Sherwin-Williams Company (The)","263.38","$24.47B","n/a","Consumer Services","RETAIL: Building Materials","http://www.nasdaq.com/symbol/shw",
"SHLO","Shiloh Industries, Inc.","6.8","$119.78M","1993","Capital Goods","Industrial Specialties","http://www.nasdaq.com/symbol/shlo",
"TYHT","Shineco, Inc.","4.55","$96M","2016","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/tyht",
"SHG","Shinhan Financial Group Co Ltd","38.57","$18.29B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/shg",
"SFL","Ship Finance International Limited","13.4","$1.25B","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/sfl",
"SHPG","Shire plc","185.04","$55.71B","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/shpg",
"SCVL","Shoe Carnival, Inc.","28.8475","$542.98M","1993","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/scvl",
"SHOP","Shopify Inc.","37.9","$2.88B","2015","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/shop",
"SHBI","Shore Bancshares Inc","14.2","$179.84M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/shbi",
"SHOR","ShoreTel, Inc.","6.9","$468.82M","2007","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/shor",
"SFLY","Shutterfly, Inc.","49.96","$1.7B","2006","Miscellaneous","Other Consumer Services","http://www.nasdaq.com/symbol/sfly",
"SSTK","Shutterstock, Inc.","49.21","$1.73B","2012","Technology","EDP Services","http://www.nasdaq.com/symbol/sstk",
"SIFI","SI Financial Group, Inc.","14.25","$173.99M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/sifi",
"SBGL","Sibanye Gold Limited","9.78","$2.24B","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/sbgl",
"SIEB","Siebert Financial Corp.","1.2284","$27.13M","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/sieb",
"SIEN","Sientra, Inc.","7.5699","$140.76M","2014","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/sien",
"BSRR","Sierra Bancorp","20.51","$282.86M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bsrr",
"SWIR","Sierra Wireless, Inc.","15.2","$487.18M","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/swir",
"SIF","SIFCO Industries, Inc.","10","$54.66M","n/a","Capital Goods","Aerospace","http://www.nasdaq.com/symbol/sif",
"SIFY","Sify Technologies Limited","0.99","$176.75M","n/a","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/sify",
"SIGM","Sigma Designs, Inc.","8.3","$310.89M","1986","Technology","Semiconductors","http://www.nasdaq.com/symbol/sigm",
"SGMA","SigmaTron International, Inc.","5.16","$21.6M","1994","Technology","Electrical Products","http://www.nasdaq.com/symbol/sgma",
"SGNL","Signal Genetics, Inc.","4.79","$3.55M","2014","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/sgnl",
"SBNY","Signature Bank","148.2","$7.96B","2004","Finance","Major Banks","http://www.nasdaq.com/symbol/sbny",
"SBNYW","Signature Bank","92.66","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/sbnyw",
"SIG","Signet Jewelers Limited","92.44","$6.99B","n/a","Consumer Services","Consumer Specialties","http://www.nasdaq.com/symbol/sig",
"SLGN","Silgan Holdings Inc.","51.28","$3.09B","1997","Consumer Durables","Containers/Packaging","http://www.nasdaq.com/symbol/slgn",
"SILC","Silicom Ltd","38.9099","$285.85M","n/a","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/silc",
"SLAB","Silicon Laboratories, Inc.","63.95","$2.67B","2000","Technology","Semiconductors","http://www.nasdaq.com/symbol/slab",
"SIMO","Silicon Motion Technology Corporation","43.88","$1.53B","2005","Technology","Semiconductors","http://www.nasdaq.com/symbol/simo",
"SPIL","Siliconware Precision Industries Company, Ltd.","7.13","$4.44B","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/spil",
"SBY","Silver Bay Realty Trust Corp.","17.77","$628.7M","2012","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/sby",
"SSNI","Silver Spring Networks, Inc.","14.64","$759.74M","2013","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/ssni",
"SSRI","Silver Standard Resources Inc.","9.48","$1.13B","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/ssri",
"SLW","Silver Wheaton Corp","18.37","$8.11B","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/slw",
"SAMG","Silvercrest Asset Management Group Inc.","13.6","$175.99M","2013","Finance","Investment Managers","http://www.nasdaq.com/symbol/samg",
"SFNC","Simmons First National Corporation","57.825","$1.81B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/sfnc",
"SPG","Simon Property Group, Inc.","185.59","$58.32B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/spg",
"SPG^J","Simon Property Group, Inc.","72.4","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/spg^j",
"SSD","Simpson Manufacturing Company, Inc.","45.26","$2.15B","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/ssd",
"SLP","Simulations Plus, Inc.","8.95","$152.62M","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/slp",
"SINA","Sina Corporation","65","$4.54B","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/sina",
"SBGI","Sinclair Broadcast Group, Inc.","31","$2.81B","1995","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/sbgi",
"SINO","Sino-Global Shipping America, Ltd.","1.79","$14.82M","n/a","Transportation","Oil Refining/Marketing","http://www.nasdaq.com/symbol/sino",
"SHI","SINOPEC Shangai Petrochemical Company, Ltd.","51.08","$5.52B","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/shi",
"SVA","Sinovac Biotech, Ltd.","6.0901","$346.57M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/sva",
"SIRI","Sirius XM Holdings Inc.","4.485","$21.64B","n/a","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/siri",
"SITE","SiteOne Landscape Supply, Inc.","34.3","$1.36B","2016","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/site",
"SITO","SITO Mobile, Ltd.","5.34","$92.8M","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/sito",
"SIX","Six Flags Entertainment Corporation New","54.5","$5.02B","n/a","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/six",
"SJW","SJW Corporation","49.49","$1.01B","n/a","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/sjw",
"SKM","SK Telecom Co., Ltd.","20.72","$13.18B","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/skm",
"SKX","Skechers U.S.A., Inc.","21.99","$3.47B","1999","Consumer Non-Durables","Shoe Manufacturing","http://www.nasdaq.com/symbol/skx",
"SKYS","Sky Solar Holdings, Ltd.","2.25","$109.69M","2014","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/skys",
"SKY","Skyline Corporation","11.85","$99.44M","n/a","Basic Industries","Homebuilding","http://www.nasdaq.com/symbol/sky",
"SKLN","Skyline Medical Inc.","2.64","$8.64M","n/a","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/skln",
"MOBI","Sky-mobi Limited","2.125","$63.09M","2010","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/mobi",
"SPU","SkyPeople Fruit Juice, Inc.","n/a","n/a","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/spu",
"SKYW","SkyWest, Inc.","34.9","$1.81B","1986","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/skyw",
"SWKS","Skyworks Solutions, Inc.","74.05","$13.88B","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/swks",
"SLG","SL Green Realty Corporation","107.39","$10.88B","1997","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/slg",
"SLG^I","SL Green Realty Corporation","25.11","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/slg^i",
"ISM","SLM Corporation","24.94","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/ism",
"JSM","SLM Corporation","21.16","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/jsm",
"OSM","SLM Corporation","24.98","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/osm",
"SLM","SLM Corporation","9.3","$3.98B","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/slm",
"SLMAP","SLM Corporation","49.5592","$163.55M","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/slmap",
"SLMBP","SLM Corporation","51.5","$206M","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/slmbp",
"SM","SM Energy Company","32.37","$2.81B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/sm",
"SFS","Smart","13.55","$1B","2014","Consumer Services","Food Chains","http://www.nasdaq.com/symbol/sfs",
"SND","Smart Sand, Inc.","11.23","$384.5M","2016","n/a","n/a","http://www.nasdaq.com/symbol/snd",
"SMBK","SmartFinancial, Inc.","17.5","$102.17M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/smbk",
"SNN","Smith & Nephew SNATS, Inc.","27.11","$12.41B","n/a","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/snn",
"SWHC","Smith & Wesson Holding Corporation","23.58","$1.33B","n/a","Capital Goods","Ordnance And Accessories","http://www.nasdaq.com/symbol/swhc",
"AOS","Smith (A.O.) Corporation","47.56","$8.27B","n/a","Consumer Durables","Consumer Electronics/Appliances","http://www.nasdaq.com/symbol/aos",
"SMSI","Smith Micro Software, Inc.","1.68","$20.71M","1995","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/smsi",
"SMTX","SMTC Corporation","1.3201","$21.8M","2000","Technology","Electrical Products","http://www.nasdaq.com/symbol/smtx",
"SNA","Snap-On Incorporated","167.61","$9.73B","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/sna",
"LNCE","Snyder&#39;s-Lance, Inc.","37.57","$3.61B","n/a","Consumer Non-Durables","Specialty Foods","http://www.nasdaq.com/symbol/lnce",
"SRAX","Social Reality, Inc.","6.7166","$40.27M","n/a","Technology","Advertising","http://www.nasdaq.com/symbol/srax",
"SQM","Sociedad Quimica y Minera S.A.","26.51","$6.98B","1993","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/sqm",
"SCKT","Socket Mobile, Inc.","3.38","$19.82M","n/a","Technology","Computer Manufacturing","http://www.nasdaq.com/symbol/sckt",
"SODA","SodaStream International Ltd.","32.79","$692M","2010","Consumer Durables","Consumer Electronics/Appliances","http://www.nasdaq.com/symbol/soda",
"SOHU","Sohu.com Inc.","34.11","$1.32B","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/sohu",
"SLRA","Solar Capital Ltd.","24.69","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/slra",
"SLRC","Solar Capital Ltd.","20.74","$876.23M","2010","n/a","n/a","http://www.nasdaq.com/symbol/slrc",
"SUNS","Solar Senior Capital Ltd.","16.21","$259.77M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/suns",
"SCTY","SolarCity Corporation","19.5","$1.96B","2012","Basic Industries","Engineering & Construction","http://www.nasdaq.com/symbol/scty",
"SEDG","SolarEdge Technologies, Inc.","13.7","$562.57M","2015","Technology","Semiconductors","http://www.nasdaq.com/symbol/sedg",
"XPL","Solitario Exploration & Royalty Corp","0.626","$24.25M","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/xpl",
"SAH","Sonic Automotive, Inc.","20.8","$933.3M","1997","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/sah",
"SONC","Sonic Corp.","26.64","$1.22B","1991","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/sonc",
"SOFO","Sonic Foundry, Inc.","5.4","$23.82M","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/sofo",
